First_pokemon,First_Name,Second_pokemon,Second_Name,Winner,Winner_Name
767,Tyrunt,653,Amoonguss,767,Tyrunt
625,Cofagrigus,119,Weezing,119,Weezing
690,Braviary,763,Clauncher,690,Braviary
798,Hoopa Confined,519,Magmortar,519,Magmortar
204,Skiploom,16,Butterfree,204,Skiploom
309,Masquerain,195,Flaaffy,309,Masquerain
363,Cacnea,362,Flygon,362,Flygon
526,Porygon-Z,105,Drowzee,526,Porygon-Z
52,Paras,741,Skiddo,741,Skiddo
177,Furret,482,Chingling,177,Furret
358,Grumpig,24,Mega Pidgeot,24,Mega Pidgeot
587,Woobat,325,Skitty,587,Woobat
799,Hoopa Unbound,795,Zygarde Half Forme,795,Zygarde Half Forme
259,Elekid,590,Excadrill,590,Excadrill
719,Chespin,308,Surskit,308,Surskit
551,Shaymin Land Forme,427,Mega Rayquaza,427,Mega Rayquaza
630,Trubbish,746,Espurr,746,Espurr
57,Dugtrio,607,Cottonee,57,Dugtrio
783,Pumpkaboo Large Size,294,Lotad,783,Pumpkaboo Large Size
20,Mega Beedrill,765,Helioptile,20,Mega Beedrill
712,Kyurem Black Kyurem,421,Mega Latios,421,Mega Latios
71,Alakazam,358,Grumpig,71,Alakazam
29,Ekans,100,Gastly,100,Gastly
585,Boldore,387,Banette,387,Banette
436,Chimchar,695,Deino,436,Chimchar
615,Darumaka,282,Marshtomp,282,Marshtomp
613,Krokorok,622,Scrafty,613,Krokorok
260,Magby,267,Pupitar,260,Magby
179,Noctowl,134,Jynx,134,Jynx
9,Mega Charizard Y,534,Wash Rotom,9,Mega Charizard Y
507,Finneon,429,Deoxys Normal Forme,429,Deoxys Normal Forme
547,Cresselia,443,Staravia,547,Cresselia
388,Mega Banette,550,Darkrai,550,Darkrai
530,Dusknoir,527,Gallade,527,Gallade
110,Electrode,2,Ivysaur,110,Electrode
1,Bulbasaur,240,Piloswine,240,Piloswine
747,Meowstic Male,364,Cacturne,747,Meowstic Male
763,Clauncher,724,Delphox,724,Delphox
490,Chatot,227,Granbull,490,Chatot
628,Archen,521,Yanmega,521,Yanmega
82,Graveler,288,Linoone,288,Linoone
201,Sudowoodo,155,Mega Aerodactyl,155,Mega Aerodactyl
594,Gurdurr,632,Zorua,594,Gurdurr
337,Mega Medicham,351,Wailmer,337,Mega Medicham
587,Woobat,485,Bronzor,587,Woobat
609,Petilil,302,Wingull,609,Petilil
174,Croconaw,85,Rapidash,85,Rapidash
149,Porygon,27,Spearow,27,Spearow
429,Deoxys Normal Forme,510,Snover,429,Deoxys Normal Forme
788,Gourgeist Super Size,569,Purrloin,569,Purrloin
152,Kabuto,221,Forretress,152,Kabuto
440,Prinplup,306,Gardevoir,306,Gardevoir
527,Gallade,310,Shroomish,527,Gallade
297,Seedot,405,Relicanth,405,Relicanth
199,Marill,165,Mega Mewtwo Y,165,Mega Mewtwo Y
101,Haunter,785,Gourgeist Average Size,101,Haunter
523,Glaceon,274,Grovyle,274,Grovyle
252,Donphan,279,Blaziken,279,Blaziken
447,Kricketot,634,Minccino,634,Minccino
444,Staraptor,286,Mightyena,444,Staraptor
467,Floatzel,123,Tangela,467,Floatzel
337,Mega Medicham,585,Boldore,337,Mega Medicham
678,Shelmet,246,Skarmory,246,Skarmory
330,Mega Mawile,230,Mega Scizor,230,Mega Scizor
481,Purugly,542,Palkia,481,Purugly
453,Roserade,722,Fennekin,453,Roserade
596,Tympole,342,Minun,342,Minun
160,Dratini,128,Goldeen,128,Goldeen
323,Azurill,111,Exeggcute,111,Exeggcute
603,Leavanny,247,Houndour,603,Leavanny
579,Pidove,459,Wormadam Plant Cloak,579,Pidove
250,Kingdra,345,Roselia,250,Kingdra
244,Delibird,789,Bergmite,244,Delibird
498,Lucario,29,Ekans,498,Lucario
445,Bidoof,740,Florges,740,Florges
339,Manectric,363,Cacnea,339,Manectric
400,Sealeo,798,Hoopa Confined,798,Hoopa Confined
538,Uxie,732,Talonflame,732,Talonflame
341,Plusle,684,Golett,684,Golett
569,Purrloin,585,Boldore,585,Boldore
219,Girafarig,243,Octillery,219,Girafarig
206,Aipom,651,Escavalier,651,Escavalier
348,Carvanha,683,Druddigon,348,Carvanha
184,Crobat,375,Crawdaunt,184,Crobat
462,Mothim,397,Glalie,397,Glalie
667,Elgyem,486,Bronzong,486,Bronzong
757,Inkay,28,Fearow,28,Fearow
204,Skiploom,291,Beautifly,204,Skiploom
101,Haunter,127,Seadra,101,Haunter
470,Shellos,547,Cresselia,547,Cresselia
77,Weepinbell,363,Cacnea,77,Weepinbell
700,Cobalion,160,Dratini,700,Cobalion
130,Staryu,227,Granbull,227,Granbull
62,Mankey,507,Finneon,62,Mankey
450,Luxio,570,Liepard,570,Liepard
445,Bidoof,260,Magby,260,Magby
368,Zangoose,505,Toxicroak,368,Zangoose
586,Gigalith,273,Treecko,586,Gigalith
368,Zangoose,750,Doublade,750,Doublade
133,Scyther,3,Venusaur,133,Scyther
686,Pawniard,663,Klinklang,663,Klinklang
406,Luvdisc,481,Purugly,481,Purugly
539,Mesprit,387,Banette,539,Mesprit
436,Chimchar,539,Mesprit,539,Mesprit
789,Bergmite,704,Tornadus Therian Forme,704,Tornadus Therian Forme
766,Heliolisk,390,Dusclops,766,Heliolisk
498,Lucario,325,Skitty,498,Lucario
223,Gligar,310,Shroomish,223,Gligar
518,Electivire,81,Geodude,518,Electivire
429,Deoxys Normal Forme,385,Kecleon,429,Deoxys Normal Forme
188,Cleffa,143,Lapras,143,Lapras
202,Politoed,14,Caterpie,202,Politoed
360,Trapinch,582,Blitzle,360,Trapinch
567,Herdier,571,Pansage,571,Pansage
510,Snover,425,Primal Groudon,425,Primal Groudon
495,Mega Garchomp,347,Swalot,495,Mega Garchomp
321,Makuhita,521,Yanmega,521,Yanmega
570,Liepard,619,Dwebble,570,Liepard
639,Solosis,355,Mega Camerupt,355,Mega Camerupt
92,Doduo,676,Beartic,92,Doduo
284,Mega Swampert,513,Weavile,513,Weavile
598,Seismitoad,709,Landorus Incarnate Forme,709,Landorus Incarnate Forme
740,Florges,440,Prinplup,740,Florges
784,Pumpkaboo Super Size,557,Serperior,557,Serperior
327,Sableye,513,Weavile,513,Weavile
591,Audino,663,Klinklang,663,Klinklang
126,Horsea,780,Trevenant,126,Horsea
535,Frost Rotom,638,Gothitelle,535,Frost Rotom
587,Woobat,744,Pangoro,587,Woobat
687,Bisharp,470,Shellos,687,Bisharp
359,Spinda,379,Cradily,359,Spinda
589,Drilbur,125,Mega Kangaskhan,125,Mega Kangaskhan
793,Xerneas,663,Klinklang,793,Xerneas
156,Snorlax,477,Mega Lopunny,477,Mega Lopunny
18,Kakuna,92,Doduo,92,Doduo
519,Magmortar,729,Diggersby,519,Magmortar
754,Aromatisse,186,Lanturn,186,Lanturn
148,Flareon,632,Zorua,632,Zorua
81,Geodude,738,Flabébé,738,Flabébé
572,Simisage,355,Mega Camerupt,355,Mega Camerupt
53,Parasect,460,Wormadam Sandy Cloak,460,Wormadam Sandy Cloak
73,Machop,361,Vibrava,361,Vibrava
696,Zweilous,647,Deerling,647,Deerling
453,Roserade,311,Breloom,453,Roserade
38,Nidoran♂,424,Groudon,424,Groudon
754,Aromatisse,502,Skorupi,502,Skorupi
492,Gible,575,Panpour,575,Panpour
340,Mega Manectric,116,Hitmonchan,340,Mega Manectric
690,Braviary,433,Turtwig,690,Braviary
21,Pidgey,715,Keldeo Resolute Forme,715,Keldeo Resolute Forme
719,Chespin,225,Mega Steelix,719,Chespin
599,Throh,253,Porygon2,253,Porygon2
20,Mega Beedrill,511,Abomasnow,20,Mega Beedrill
573,Pansear,550,Darkrai,550,Darkrai
392,Chimecho,459,Wormadam Plant Cloak,392,Chimecho
674,Haxorus,407,Bagon,674,Haxorus
347,Swalot,200,Azumarill,347,Swalot
124,Kangaskhan,504,Croagunk,124,Kangaskhan
543,Heatran,195,Flaaffy,543,Heatran
711,Kyurem,736,Litleo,711,Kyurem
2,Ivysaur,702,Virizion,702,Virizion
190,Togepi,400,Sealeo,400,Sealeo
525,Mamoswine,109,Voltorb,109,Voltorb
88,Mega Slowbro,241,Corsola,241,Corsola
348,Carvanha,360,Trapinch,348,Carvanha
777,Goodra,174,Croconaw,777,Goodra
47,Zubat,127,Seadra,127,Seadra
256,Tyrogue,548,Phione,548,Phione
335,Meditite,163,Mewtwo,163,Mewtwo
178,Hoothoot,367,Mega Altaria,367,Mega Altaria
571,Pansage,745,Furfrou,745,Furfrou
137,Pinsir,660,Ferrothorn,137,Pinsir
586,Gigalith,763,Clauncher,763,Clauncher
671,Chandelure,639,Solosis,671,Chandelure
412,Metang,741,Skiddo,741,Skiddo
345,Roselia,471,Gastrodon,345,Roselia
466,Buizel,757,Inkay,466,Buizel
184,Crobat,751,Aegislash Blade Forme,751,Aegislash Blade Forme
771,Sylveon,584,Roggenrola,771,Sylveon
56,Diglett,651,Escavalier,651,Escavalier
501,Hippowdon,273,Treecko,273,Treecko
511,Abomasnow,251,Phanpy,511,Abomasnow
491,Spiritomb,691,Vullaby,691,Vullaby
750,Doublade,600,Sawk,600,Sawk
765,Helioptile,692,Mandibuzz,692,Mandibuzz
282,Marshtomp,280,Mega Blaziken,280,Mega Blaziken
176,Sentret,650,Karrablast,650,Karrablast
178,Hoothoot,320,Exploud,320,Exploud
481,Purugly,142,Mega Gyarados,481,Purugly
518,Electivire,677,Cryogonal,677,Cryogonal
65,Arcanine,532,Rotom,532,Rotom
389,Duskull,397,Glalie,397,Glalie
286,Mightyena,410,Mega Salamence,410,Mega Salamence
709,Landorus Incarnate Forme,316,Ninjask,316,Ninjask
196,Ampharos,620,Crustle,196,Ampharos
750,Doublade,161,Dragonair,161,Dragonair
334,Mega Aggron,771,Sylveon,771,Sylveon
699,Volcarona,551,Shaymin Land Forme,551,Shaymin Land Forme
543,Heatran,611,Basculin,611,Basculin
375,Crawdaunt,43,Vulpix,43,Vulpix
177,Furret,437,Monferno,177,Furret
611,Basculin,452,Budew,611,Basculin
751,Aegislash Blade Forme,484,Skuntank,484,Skuntank
627,Carracosta,415,Regirock,415,Regirock
675,Cubchoo,139,Tauros,139,Tauros
32,Raichu,575,Panpour,32,Raichu
477,Mega Lopunny,285,Poochyena,477,Mega Lopunny
325,Skitty,781,Pumpkaboo Average Size,781,Pumpkaboo Average Size
432,Deoxys Speed Forme,553,Arceus,432,Deoxys Speed Forme
371,Solrock,329,Mawile,371,Solrock
683,Druddigon,309,Masquerain,309,Masquerain
413,Metagross,745,Furfrou,745,Furfrou
111,Exeggcute,626,Tirtouga,111,Exeggcute
239,Swinub,608,Whimsicott,608,Whimsicott
599,Throh,191,Togetic,599,Throh
563,Samurott,549,Manaphy,549,Manaphy
327,Sableye,308,Surskit,308,Surskit
707,Reshiram,567,Herdier,707,Reshiram
505,Toxicroak,568,Stoutland,505,Toxicroak
392,Chimecho,274,Grovyle,274,Grovyle
536,Fan Rotom,341,Plusle,341,Plusle
3,Venusaur,170,Cyndaquil,3,Venusaur
791,Noibat,385,Kecleon,791,Noibat
48,Golbat,641,Reuniclus,48,Golbat
562,Dewott,662,Klang,562,Dewott
229,Scizor,213,Umbreon,213,Umbreon
212,Espeon,451,Luxray,212,Espeon
166,Mew,679,Accelgor,679,Accelgor
773,Dedenne,327,Sableye,773,Dedenne
347,Swalot,538,Uxie,538,Uxie
535,Frost Rotom,455,Rampardos,535,Frost Rotom
337,Mega Medicham,491,Spiritomb,491,Spiritomb
611,Basculin,669,Litwick,611,Basculin
9,Mega Charizard Y,490,Chatot,9,Mega Charizard Y
86,Slowpoke,764,Clawitzer,764,Clawitzer
88,Mega Slowbro,557,Serperior,557,Serperior
410,Mega Salamence,602,Swadloon,410,Mega Salamence
767,Tyrunt,143,Lapras,143,Lapras
95,Dewgong,307,Mega Gardevoir,307,Mega Gardevoir
120,Rhyhorn,403,Huntail,403,Huntail
791,Noibat,760,Barbaracle,760,Barbaracle
61,Golduck,398,Mega Glalie,398,Mega Glalie
597,Palpitoad,319,Loudred,597,Palpitoad
302,Wingull,324,Nosepass,302,Wingull
344,Illumise,107,Krabby,344,Illumise
130,Staryu,526,Porygon-Z,526,Porygon-Z
668,Beheeyem,359,Spinda,359,Spinda
70,Kadabra,416,Regice,70,Kadabra
148,Flareon,737,Pyroar,737,Pyroar
750,Doublade,704,Tornadus Therian Forme,704,Tornadus Therian Forme
116,Hitmonchan,535,Frost Rotom,535,Frost Rotom
79,Tentacool,281,Mudkip,79,Tentacool
590,Excadrill,467,Floatzel,467,Floatzel
635,Cinccino,254,Stantler,635,Cinccino
572,Simisage,107,Krabby,572,Simisage
380,Anorith,660,Ferrothorn,660,Ferrothorn
154,Aerodactyl,67,Poliwhirl,154,Aerodactyl
176,Sentret,675,Cubchoo,675,Cubchoo
164,Mega Mewtwo X,18,Kakuna,164,Mega Mewtwo X
388,Mega Banette,432,Deoxys Speed Forme,388,Mega Banette
40,Nidoking,665,Eelektrik,40,Nidoking
73,Machop,563,Samurott,563,Samurott
790,Avalugg,678,Shelmet,790,Avalugg
82,Graveler,246,Skarmory,246,Skarmory
339,Manectric,753,Spritzee,339,Manectric
198,Bellossom,484,Skuntank,484,Skuntank
448,Kricketune,30,Arbok,30,Arbok
184,Crobat,145,Eevee,184,Crobat
519,Magmortar,567,Herdier,519,Magmortar
682,Mienshao,93,Dodrio,682,Mienshao
247,Houndour,541,Dialga,541,Dialga
583,Zebstrika,497,Riolu,583,Zebstrika
482,Chingling,333,Aggron,333,Aggron
164,Mega Mewtwo X,546,Giratina Origin Forme,164,Mega Mewtwo X
82,Graveler,98,Shellder,98,Shellder
506,Carnivine,298,Nuzleaf,298,Nuzleaf
629,Archeops,466,Buizel,629,Archeops
151,Omastar,274,Grovyle,274,Grovyle
465,Pachirisu,53,Parasect,53,Parasect
677,Cryogonal,44,Ninetales,677,Cryogonal
260,Magby,341,Plusle,341,Plusle
505,Toxicroak,370,Lunatone,505,Toxicroak
741,Skiddo,208,Sunflora,741,Skiddo
411,Beldum,13,Mega Blastoise,13,Mega Blastoise
319,Loudred,647,Deerling,647,Deerling
661,Klink,609,Petilil,609,Petilil
704,Tornadus Therian Forme,748,Meowstic Female,704,Tornadus Therian Forme
598,Seismitoad,678,Shelmet,598,Seismitoad
126,Horsea,675,Cubchoo,126,Horsea
331,Aron,92,Doduo,331,Aron
417,Registeel,473,Drifloon,473,Drifloon
115,Hitmonlee,576,Simipour,576,Simipour
80,Tentacruel,271,Ho-oh,80,Tentacruel
545,Giratina Altered Forme,565,Watchog,565,Watchog
382,Feebas,436,Chimchar,382,Feebas
338,Electrike,223,Gligar,223,Gligar
617,Darmanitan Zen Mode,558,Tepig,617,Darmanitan Zen Mode
18,Kakuna,187,Pichu,187,Pichu
482,Chingling,6,Charmeleon,6,Charmeleon
641,Reuniclus,779,Phantump,779,Phantump
537,Mow Rotom,784,Pumpkaboo Super Size,537,Mow Rotom
359,Spinda,670,Lampent,670,Lampent
641,Reuniclus,708,Zekrom,708,Zekrom
181,Ledian,142,Mega Gyarados,181,Ledian
574,Simisear,586,Gigalith,586,Gigalith
443,Staravia,707,Reshiram,707,Reshiram
123,Tangela,571,Pansage,571,Pansage
112,Exeggutor,595,Conkeldurr,112,Exeggutor
723,Braixen,338,Electrike,723,Braixen
3,Venusaur,392,Chimecho,3,Venusaur
772,Hawlucha,40,Nidoking,772,Hawlucha
381,Armaldo,147,Jolteon,147,Jolteon
456,Shieldon,398,Mega Glalie,398,Mega Glalie
427,Mega Rayquaza,510,Snover,427,Mega Rayquaza
480,Glameow,330,Mega Mawile,480,Glameow
17,Weedle,559,Pignite,559,Pignite
364,Cacturne,18,Kakuna,364,Cacturne
63,,494,Garchomp,494,Garchomp
698,Larvesta,458,Burmy,698,Larvesta
683,Druddigon,572,Simisage,572,Simisage
22,Pidgeotto,160,Dratini,22,Pidgeotto
260,Magby,729,Diggersby,260,Magby
304,Ralts,155,Mega Aerodactyl,155,Mega Aerodactyl
781,Pumpkaboo Average Size,459,Wormadam Plant Cloak,781,Pumpkaboo Average Size
88,Mega Slowbro,44,Ninetales,88,Mega Slowbro
84,Ponyta,565,Watchog,84,Ponyta
255,Smeargle,386,Shuppet,386,Shuppet
207,Sunkern,188,Cleffa,207,Sunkern
214,Murkrow,143,Lapras,214,Murkrow
700,Cobalion,614,Krookodile,700,Cobalion
552,Shaymin Sky Forme,115,Hitmonlee,552,Shaymin Sky Forme
650,Karrablast,648,Sawsbuck,648,Sawsbuck
266,Larvitar,18,Kakuna,266,Larvitar
631,Garbodor,282,Marshtomp,631,Garbodor
131,Starmie,480,Glameow,131,Starmie
531,Froslass,561,Oshawott,561,Oshawott
406,Luvdisc,548,Phione,406,Luvdisc
84,Ponyta,307,Mega Gardevoir,307,Mega Gardevoir
434,Grotle,189,Igglybuff,434,Grotle
291,Beautifly,602,Swadloon,291,Beautifly
241,Corsola,481,Purugly,481,Purugly
173,Totodile,176,Sentret,173,Totodile
245,Mantine,369,Seviper,245,Mantine
11,Wartortle,790,Avalugg,11,Wartortle
213,Umbreon,665,Eelektrik,213,Umbreon
331,Aron,317,Shedinja,331,Aron
345,Roselia,572,Simisage,572,Simisage
290,Silcoon,295,Lombre,295,Lombre
37,Nidoqueen,135,Electabuzz,135,Electabuzz
641,Reuniclus,98,Shellder,98,Shellder
404,Gorebyss,635,Cinccino,635,Cinccino
347,Swalot,35,Nidoran♀,347,Swalot
18,Kakuna,446,Bibarel,446,Bibarel
271,Ho-oh,47,Zubat,271,Ho-oh
732,Talonflame,2,Ivysaur,732,Talonflame
431,Deoxys Defense Forme,586,Gigalith,586,Gigalith
456,Shieldon,700,Cobalion,700,Cobalion
152,Kabuto,312,Slakoth,152,Kabuto
429,Deoxys Normal Forme,572,Simisage,429,Deoxys Normal Forme
728,Bunnelby,73,Machop,728,Bunnelby
254,Stantler,155,Mega Aerodactyl,155,Mega Aerodactyl
100,Gastly,635,Cinccino,635,Cinccino
49,Oddish,422,Kyogre,422,Kyogre
693,Heatmor,326,Delcatty,326,Delcatty
725,Froakie,492,Gible,725,Froakie
402,Clamperl,757,Inkay,757,Inkay
356,Torkoal,685,Golurk,685,Golurk
492,Gible,294,Lotad,492,Gible
609,Petilil,376,Baltoy,376,Baltoy
19,Beedrill,575,Panpour,19,Beedrill
524,Gliscor,685,Golurk,524,Gliscor
449,Shinx,325,Skitty,325,Skitty
616,Darmanitan Standard Mode,370,Lunatone,616,Darmanitan Standard Mode
35,Nidoran♀,383,Milotic,383,Milotic
332,Lairon,62,Mankey,62,Mankey
282,Marshtomp,216,Misdreavus,216,Misdreavus
277,Torchic,364,Cacturne,364,Cacturne
542,Palkia,551,Shaymin Land Forme,551,Shaymin Land Forme
615,Darumaka,494,Garchomp,494,Garchomp
666,Eelektross,310,Shroomish,666,Eelektross
35,Nidoran♀,155,Mega Aerodactyl,155,Mega Aerodactyl
545,Giratina Altered Forme,105,Drowzee,545,Giratina Altered Forme
560,Emboar,127,Seadra,127,Seadra
147,Jolteon,728,Bunnelby,147,Jolteon
233,Mega Heracross,161,Dragonair,233,Mega Heracross
231,Shuckle,274,Grovyle,274,Grovyle
720,Quilladin,332,Lairon,720,Quilladin
468,Cherubi,146,Vaporeon,146,Vaporeon
445,Bidoof,381,Armaldo,381,Armaldo
433,Turtwig,45,Jigglypuff,433,Turtwig
607,Cottonee,64,Growlithe,607,Cottonee
757,Inkay,587,Woobat,757,Inkay
539,Mesprit,4,Mega Venusaur,4,Mega Venusaur
480,Glameow,701,Terrakion,701,Terrakion
703,Tornadus Incarnate Forme,727,Greninja,727,Greninja
264,Entei,92,Doduo,264,Entei
767,Tyrunt,116,Hitmonchan,116,Hitmonchan
794,Yveltal,71,Alakazam,794,Yveltal
271,Ho-oh,397,Glalie,271,Ho-oh
180,Ledyba,752,Aegislash Shield Forme,752,Aegislash Shield Forme
225,Mega Steelix,387,Banette,387,Banette
191,Togetic,152,Kabuto,152,Kabuto
40,Nidoking,703,Tornadus Incarnate Forme,703,Tornadus Incarnate Forme
723,Braixen,789,Bergmite,723,Braixen
360,Trapinch,107,Krabby,107,Krabby
102,Gengar,281,Mudkip,102,Gengar
656,Alomomola,575,Panpour,656,Alomomola
716,Meloetta Aria Forme,327,Sableye,716,Meloetta Aria Forme
775,Goomy,159,Moltres,159,Moltres
543,Heatran,47,Zubat,543,Heatran
7,Charizard,574,Simisear,574,Simisear
645,Vanillish,234,Sneasel,234,Sneasel
149,Porygon,137,Pinsir,137,Pinsir
414,Mega Metagross,64,Growlithe,414,Mega Metagross
314,Slaking,257,Hitmontop,314,Slaking
629,Archeops,698,Larvesta,629,Archeops
51,Vileplume,670,Lampent,670,Lampent
505,Toxicroak,724,Delphox,724,Delphox
374,Corphish,48,Golbat,48,Golbat
622,Scrafty,185,Chinchou,185,Chinchou
295,Lombre,109,Voltorb,109,Voltorb
720,Quilladin,791,Noibat,720,Quilladin
565,Watchog,26,Raticate,26,Raticate
493,Gabite,311,Breloom,493,Gabite
530,Dusknoir,243,Octillery,243,Octillery
305,Kirlia,683,Druddigon,305,Kirlia
184,Crobat,729,Diggersby,184,Crobat
20,Mega Beedrill,513,Weavile,20,Mega Beedrill
409,Salamence,139,Tauros,139,Tauros
513,Weavile,140,Magikarp,513,Weavile
324,Nosepass,34,Sandslash,34,Sandslash
231,Shuckle,94,Seel,94,Seel
422,Kyogre,246,Skarmory,422,Kyogre
498,Lucario,316,Ninjask,316,Ninjask
85,Rapidash,430,DeoxysAttack Forme,430,DeoxysAttack Forme
356,Torkoal,583,Zebstrika,583,Zebstrika
116,Hitmonchan,69,Abra,69,Abra
373,Whiscash,281,Mudkip,373,Whiscash
180,Ledyba,475,Buneary,475,Buneary
657,Joltik,645,Vanillish,657,Joltik
491,Spiritomb,701,Terrakion,701,Terrakion
344,Illumise,697,Hydreigon,697,Hydreigon
780,Trevenant,318,Whismur,318,Whismur
140,Magikarp,512,Mega Abomasnow,512,Mega Abomasnow
219,Girafarig,63,,63,
406,Luvdisc,265,Suicune,406,Luvdisc
535,Frost Rotom,115,Hitmonlee,115,Hitmonlee
329,Mawile,274,Grovyle,274,Grovyle
227,Granbull,24,Mega Pidgeot,24,Mega Pidgeot
199,Marill,398,Mega Glalie,398,Mega Glalie
528,Mega Gallade,372,Barboach,528,Mega Gallade
559,Pignite,359,Spinda,359,Spinda
28,Fearow,378,Lileep,28,Fearow
182,Spinarak,348,Carvanha,348,Carvanha
127,Seadra,494,Garchomp,494,Garchomp
448,Kricketune,269,Mega Tyranitar,269,Mega Tyranitar
167,Chikorita,663,Klinklang,663,Klinklang
102,Gengar,285,Poochyena,102,Gengar
590,Excadrill,440,Prinplup,590,Excadrill
81,Geodude,359,Spinda,359,Spinda
253,Porygon2,678,Shelmet,253,Porygon2
340,Mega Manectric,619,Dwebble,340,Mega Manectric
725,Froakie,645,Vanillish,725,Froakie
726,Frogadier,269,Mega Tyranitar,726,Frogadier
195,Flaaffy,785,Gourgeist Average Size,785,Gourgeist Average Size
332,Lairon,577,Munna,332,Lairon
375,Crawdaunt,77,Weepinbell,77,Weepinbell
738,Flabébé,361,Vibrava,361,Vibrava
280,Mega Blaziken,639,Solosis,280,Mega Blaziken
490,Chatot,356,Torkoal,490,Chatot
459,Wormadam Plant Cloak,745,Furfrou,745,Furfrou
765,Helioptile,743,Pancham,765,Helioptile
589,Drilbur,552,Shaymin Sky Forme,552,Shaymin Sky Forme
535,Frost Rotom,560,Emboar,535,Frost Rotom
131,Starmie,573,Pansear,131,Starmie
733,Scatterbug,124,Kangaskhan,124,Kangaskhan
522,Leafeon,319,Loudred,522,Leafeon
438,Infernape,320,Exploud,438,Infernape
233,Mega Heracross,650,Karrablast,233,Mega Heracross
730,Fletchling,283,Swampert,730,Fletchling
752,Aegislash Shield Forme,339,Manectric,339,Manectric
480,Glameow,431,Deoxys Defense Forme,431,Deoxys Defense Forme
145,Eevee,314,Slaking,314,Slaking
683,Druddigon,190,Togepi,190,Togepi
256,Tyrogue,707,Reshiram,707,Reshiram
485,Bronzor,306,Gardevoir,306,Gardevoir
107,Krabby,440,Prinplup,440,Prinplup
339,Manectric,234,Sneasel,234,Sneasel
389,Duskull,335,Meditite,389,Duskull
531,Froslass,53,Parasect,531,Froslass
31,Pikachu,368,Zangoose,368,Zangoose
37,Nidoqueen,763,Clauncher,37,Nidoqueen
422,Kyogre,595,Conkeldurr,422,Kyogre
756,Slurpuff,753,Spritzee,756,Slurpuff
488,Mime Jr.,205,Jumpluff,205,Jumpluff
139,Tauros,68,Poliwrath,139,Tauros
466,Buizel,369,Seviper,466,Buizel
174,Croconaw,374,Corphish,174,Croconaw
441,Empoleon,428,Jirachi,428,Jirachi
621,Scraggy,695,Deino,621,Scraggy
210,Wooper,256,Tyrogue,256,Tyrogue
573,Pansear,21,Pidgey,573,Pansear
725,Froakie,541,Dialga,541,Dialga
602,Swadloon,372,Barboach,372,Barboach
614,Krookodile,73,Machop,614,Krookodile
581,Unfezant,462,Mothim,581,Unfezant
422,Kyogre,413,Metagross,422,Kyogre
269,Mega Tyranitar,690,Braviary,690,Braviary
562,Dewott,557,Serperior,557,Serperior
99,Cloyster,716,Meloetta Aria Forme,716,Meloetta Aria Forme
471,Gastrodon,115,Hitmonlee,115,Hitmonlee
148,Flareon,555,Snivy,148,Flareon
275,Sceptile,608,Whimsicott,275,Sceptile
44,Ninetales,635,Cinccino,635,Cinccino
73,Machop,454,Cranidos,454,Cranidos
226,Snubbull,398,Mega Glalie,398,Mega Glalie
428,Jirachi,206,Aipom,428,Jirachi
291,Beautifly,185,Chinchou,185,Chinchou
788,Gourgeist Super Size,331,Aron,788,Gourgeist Super Size
742,Gogoat,218,Wobbuffet,742,Gogoat
486,Bronzong,130,Staryu,130,Staryu
300,Taillow,628,Archen,300,Taillow
7,Charizard,140,Magikarp,7,Charizard
405,Relicanth,578,Musharna,405,Relicanth
668,Beheeyem,142,Mega Gyarados,142,Mega Gyarados
720,Quilladin,48,Golbat,48,Golbat
385,Kecleon,171,Quilava,171,Quilava
35,Nidoran♀,79,Tentacool,79,Tentacool
71,Alakazam,685,Golurk,685,Golurk
387,Banette,390,Dusclops,387,Banette
766,Heliolisk,381,Armaldo,381,Armaldo
319,Loudred,401,Walrein,401,Walrein
694,Durant,117,Lickitung,694,Durant
200,Azumarill,336,Medicham,336,Medicham
67,Poliwhirl,756,Slurpuff,67,Poliwhirl
380,Anorith,702,Virizion,702,Virizion
149,Porygon,397,Glalie,397,Glalie
173,Totodile,210,Wooper,173,Totodile
791,Noibat,739,Floette,791,Noibat
752,Aegislash Shield Forme,313,Vigoroth,313,Vigoroth
495,Mega Garchomp,560,Emboar,495,Mega Garchomp
404,Gorebyss,640,Duosion,404,Gorebyss
184,Crobat,404,Gorebyss,184,Crobat
43,Vulpix,684,Golett,684,Golett
388,Mega Banette,94,Seel,388,Mega Banette
406,Luvdisc,106,Hypno,406,Luvdisc
741,Skiddo,283,Swampert,283,Swampert
194,Mareep,630,Trubbish,630,Trubbish
351,Wailmer,551,Shaymin Land Forme,551,Shaymin Land Forme
763,Clauncher,778,Klefki,778,Klefki
395,Wynaut,208,Sunflora,208,Sunflora
118,Koffing,238,Magcargo,118,Koffing
512,Mega Abomasnow,737,Pyroar,737,Pyroar
777,Goodra,357,Spoink,777,Goodra
73,Machop,205,Jumpluff,205,Jumpluff
762,Dragalge,212,Espeon,212,Espeon
588,Swoobat,268,Tyranitar,588,Swoobat
120,Rhyhorn,65,Arcanine,65,Arcanine
249,Mega Houndoom,468,Cherubi,249,Mega Houndoom
444,Staraptor,174,Croconaw,444,Staraptor
467,Floatzel,201,Sudowoodo,467,Floatzel
76,Bellsprout,561,Oshawott,561,Oshawott
539,Mesprit,443,Staravia,443,Staravia
498,Lucario,404,Gorebyss,498,Lucario
