First_pokemon,First_Name,Second_pokemon,Second_Name,Winner,Winner_Name,Winner_bool
590,Excadrill,355,Mega Camerupt,590,Excadrill,1
299,Shiftry,265,Suicune,265,Suicune,0
321,Makuhita,143,Lapras,143,Lapras,0
581,Unfezant,704,Tornadus Therian Forme,704,Tornadus Therian Forme,0
17,Weedle,430,DeoxysAttack Forme,430,DeoxysAttack Forme,0
749,Honedge,135,Electabuzz,135,Electabuzz,0
197,Mega Ampharos,604,Venipede,604,Venipede,0
632,Zorua,615,Darumaka,632,Zorua,1
207,Sunkern,774,Carbink,774,Carbink,0
234,Sneasel,677,Cryogonal,234,Sneasel,1
495,Mega Garchomp,139,Tauros,139,Tauros,0
257,Hitmontop,412,Metang,257,Hitmontop,1
436,Chimchar,748,Meowstic Female,748,Meowstic Female,0
558,Tepig,610,Lilligant,610,Lilligant,0
775,Goomy,340,Mega Manectric,340,Mega Manectric,0
173,Totodile,386,Shuppet,386,Shuppet,0
720,Quilladin,512,Mega Abomasnow,720,Quilladin,1
536,Fan Rotom,541,Dialga,541,Dialga,0
799,Hoopa Unbound,272,Celebi,272,Celebi,0
664,Tynamo,716,Meloetta Aria Forme,716,Meloetta Aria Forme,0
138,Mega Pinsir,729,Diggersby,138,Mega Pinsir,1
404,Gorebyss,669,Litwick,404,Gorebyss,1
105,Drowzee,332,Lairon,105,Drowzee,1
25,Rattata,558,Tepig,25,Rattata,1
417,Registeel,723,Braixen,723,Braixen,0
262,Blissey,196,Ampharos,196,Ampharos,0
444,Staraptor,478,Mismagius,478,Mismagius,0
344,Illumise,630,Trubbish,344,Illumise,1
279,Blaziken,290,Silcoon,279,Blaziken,1
378,Lileep,640,Duosion,640,Duosion,0
547,Cresselia,84,Ponyta,84,Ponyta,0
318,Whismur,360,Trapinch,318,Whismur,1
62,Mankey,374,Corphish,62,Mankey,1
633,Zoroark,332,Lairon,633,Zoroark,1
584,Roggenrola,351,Wailmer,351,Wailmer,0
100,Gastly,147,Jolteon,147,Jolteon,0
503,Drapion,177,Furret,503,Drapion,1
310,Shroomish,717,Meloetta Pirouette Forme,717,Meloetta Pirouette Forme,0
156,Snorlax,368,Zangoose,368,Zangoose,0
363,Cacnea,703,Tornadus Incarnate Forme,703,Tornadus Incarnate Forme,0
783,Pumpkaboo Large Size,332,Lairon,783,Pumpkaboo Large Size,1
616,Darmanitan Standard Mode,136,Magmar,616,Darmanitan Standard Mode,1
527,Gallade,736,Litleo,527,Gallade,1
190,Togepi,79,Tentacool,79,Tentacool,0
101,Haunter,235,Teddiursa,235,Teddiursa,0
173,Totodile,162,Dragonite,162,Dragonite,0
449,Shinx,389,Duskull,449,Shinx,1
703,Tornadus Incarnate Forme,320,Exploud,703,Tornadus Incarnate Forme,1
724,Delphox,125,Mega Kangaskhan,724,Delphox,1
34,Sandslash,527,Gallade,527,Gallade,0
39,Nidorino,333,Aggron,333,Aggron,0
599,Throh,549,Manaphy,549,Manaphy,0
731,Fletchinder,332,Lairon,731,Fletchinder,1
220,Pineco,19,Beedrill,19,Beedrill,0
27,Spearow,298,Nuzleaf,27,Spearow,1
501,Hippowdon,358,Grumpig,358,Grumpig,0
297,Seedot,328,Mega Sableye,328,Mega Sableye,0
147,Jolteon,294,Lotad,147,Jolteon,1
137,Pinsir,558,Tepig,137,Pinsir,1
182,Spinarak,499,Mega Lucario,499,Mega Lucario,0
540,Azelf,213,Umbreon,213,Umbreon,0
644,Vanillite,61,Golduck,61,Golduck,0
523,Glaceon,592,Mega Audino,523,Glaceon,1
427,Mega Rayquaza,165,Mega Mewtwo Y,165,Mega Mewtwo Y,0
606,Scolipede,680,Stunfisk,606,Scolipede,1
177,Furret,380,Anorith,177,Furret,1
616,Darmanitan Standard Mode,198,Bellossom,616,Darmanitan Standard Mode,1
434,Grotle,18,Kakuna,434,Grotle,1
43,Vulpix,137,Pinsir,137,Pinsir,0
481,Purugly,697,Hydreigon,481,Purugly,1
645,Vanillish,676,Beartic,645,Vanillish,1
175,Feraligatr,293,Dustox,175,Feraligatr,1
44,Ninetales,511,Abomasnow,44,Ninetales,1
502,Skorupi,300,Taillow,300,Taillow,0
592,Mega Audino,4,Mega Venusaur,4,Mega Venusaur,0
356,Torkoal,59,Persian,59,Persian,0
80,Tentacruel,769,Amaura,80,Tentacruel,1
708,Zekrom,450,Luxio,708,Zekrom,1
766,Heliolisk,539,Mesprit,766,Heliolisk,1
587,Woobat,621,Scraggy,621,Scraggy,0
772,Hawlucha,553,Arceus,553,Arceus,0
649,Emolga,519,Magmortar,649,Emolga,1
446,Bibarel,520,Togekiss,520,Togekiss,0
129,Seaking,726,Frogadier,726,Frogadier,0
546,Giratina Origin Forme,752,Aegislash Shield Forme,546,Giratina Origin Forme,1
213,Umbreon,764,Clawitzer,213,Umbreon,1
702,Virizion,181,Ledian,702,Virizion,1
174,Croconaw,580,Tranquill,580,Tranquill,0
376,Baltoy,292,Cascoon,376,Baltoy,1
147,Jolteon,571,Pansage,147,Jolteon,1
530,Dusknoir,194,Mareep,530,Dusknoir,1
550,Darkrai,223,Gligar,550,Darkrai,1
310,Shroomish,574,Simisear,574,Simisear,0
663,Klinklang,250,Kingdra,663,Klinklang,1
36,Nidorina,629,Archeops,629,Archeops,0
197,Mega Ampharos,191,Togetic,197,Mega Ampharos,1
499,Mega Lucario,194,Mareep,499,Mega Lucario,1
269,Mega Tyranitar,632,Zorua,269,Mega Tyranitar,1
56,Diglett,364,Cacturne,364,Cacturne,0
119,Weezing,104,Onix,104,Onix,0
75,Machamp,798,Hoopa Confined,798,Hoopa Confined,0
695,Deino,429,Deoxys Normal Forme,695,Deino,1
796,Diancie,63,,63,,0
415,Regirock,332,Lairon,415,Regirock,1
735,Vivillon,270,Lugia,270,Lugia,0
560,Emboar,324,Nosepass,560,Emboar,1
677,Cryogonal,426,Rayquaza,677,Cryogonal,1
675,Cubchoo,163,Mewtwo,163,Mewtwo,0
333,Aggron,774,Carbink,774,Carbink,0
62,Mankey,712,Kyurem Black Kyurem,712,Kyurem Black Kyurem,0
336,Medicham,435,Torterra,336,Medicham,1
83,Golem,491,Spiritomb,83,Golem,1
570,Liepard,252,Donphan,570,Liepard,1
234,Sneasel,228,Qwilfish,234,Sneasel,1
214,Murkrow,586,Gigalith,586,Gigalith,0
433,Turtwig,771,Sylveon,771,Sylveon,0
415,Regirock,162,Dragonite,162,Dragonite,0
77,Weepinbell,688,Bouffalant,688,Bouffalant,0
578,Musharna,678,Shelmet,578,Musharna,1
207,Sunkern,292,Cascoon,207,Sunkern,1
751,Aegislash Blade Forme,271,Ho-oh,271,Ho-oh,0
88,Mega Slowbro,256,Tyrogue,256,Tyrogue,0
467,Floatzel,727,Greninja,727,Greninja,0
204,Skiploom,726,Frogadier,726,Frogadier,0
572,Simisage,739,Floette,572,Simisage,1
509,Mantyke,68,Poliwrath,68,Poliwrath,0
425,Primal Groudon,82,Graveler,425,Primal Groudon,1
259,Elekid,28,Fearow,28,Fearow,0
724,Delphox,735,Vivillon,724,Delphox,1
124,Kangaskhan,595,Conkeldurr,124,Kangaskhan,1
767,Tyrunt,681,Mienfoo,681,Mienfoo,0
527,Gallade,196,Ampharos,527,Gallade,1
394,Mega Absol,38,Nidoran♂,394,Mega Absol,1
778,Klefki,557,Serperior,557,Serperior,0
304,Ralts,374,Corphish,304,Ralts,1
386,Shuppet,60,Psyduck,60,Psyduck,0
444,Staraptor,275,Sceptile,275,Sceptile,0
710,Landorus Therian Forme,497,Riolu,710,Landorus Therian Forme,1
753,Spritzee,793,Xerneas,793,Xerneas,0
331,Aron,469,Cherrim,331,Aron,1
432,Deoxys Speed Forme,150,Omanyte,432,Deoxys Speed Forme,1
490,Chatot,698,Larvesta,490,Chatot,1
140,Magikarp,443,Staravia,443,Staravia,0
25,Rattata,48,Golbat,48,Golbat,0
20,Mega Beedrill,532,Rotom,20,Mega Beedrill,1
124,Kangaskhan,527,Gallade,124,Kangaskhan,1
44,Ninetales,311,Breloom,44,Ninetales,1
342,Minun,192,Natu,342,Minun,1
651,Escavalier,588,Swoobat,651,Escavalier,1
120,Rhyhorn,368,Zangoose,368,Zangoose,0
114,Marowak,103,Mega Gengar,103,Mega Gengar,0
500,Hippopotas,742,Gogoat,742,Gogoat,0
9,Mega Charizard Y,177,Furret,9,Mega Charizard Y,1
189,Igglybuff,668,Beheeyem,668,Beheeyem,0
590,Excadrill,227,Granbull,590,Excadrill,1
36,Nidorina,346,Gulpin,36,Nidorina,1
21,Pidgey,135,Electabuzz,135,Electabuzz,0
363,Cacnea,625,Cofagrigus,363,Cacnea,1
741,Skiddo,311,Breloom,311,Breloom,0
97,Muk,672,Axew,672,Axew,0
555,Snivy,210,Wooper,555,Snivy,1
256,Tyrogue,103,Mega Gengar,103,Mega Gengar,0
50,Gloom,408,Shelgon,408,Shelgon,0
71,Alakazam,39,Nidorino,71,Alakazam,1
292,Cascoon,277,Torchic,277,Torchic,0
705,Thundurus Incarnate Forme,375,Crawdaunt,705,Thundurus Incarnate Forme,1
260,Magby,670,Lampent,260,Magby,1
288,Linoone,6,Charmeleon,288,Linoone,1
156,Snorlax,725,Froakie,156,Snorlax,1
651,Escavalier,766,Heliolisk,651,Escavalier,1
360,Trapinch,696,Zweilous,696,Zweilous,0
595,Conkeldurr,233,Mega Heracross,233,Mega Heracross,0
694,Durant,427,Mega Rayquaza,427,Mega Rayquaza,0
439,Piplup,510,Snover,510,Snover,0
4,Mega Venusaur,226,Snubbull,4,Mega Venusaur,1
624,Yamask,748,Meowstic Female,748,Meowstic Female,0
7,Charizard,80,Tentacruel,80,Tentacruel,0
126,Horsea,31,Pikachu,31,Pikachu,0
191,Togetic,685,Golurk,685,Golurk,0
431,Deoxys Defense Forme,288,Linoone,288,Linoone,0
511,Abomasnow,326,Delcatty,326,Delcatty,0
446,Bibarel,680,Stunfisk,446,Bibarel,1
588,Swoobat,95,Dewgong,588,Swoobat,1
133,Scyther,461,Wormadam Trash Cloak,133,Scyther,1
299,Shiftry,73,Machop,299,Shiftry,1
256,Tyrogue,291,Beautifly,291,Beautifly,0
695,Deino,172,Typhlosion,172,Typhlosion,0
435,Torterra,420,Latios,420,Latios,0
154,Aerodactyl,95,Dewgong,154,Aerodactyl,1
277,Torchic,749,Honedge,749,Honedge,0
150,Omanyte,251,Phanpy,251,Phanpy,0
366,Altaria,686,Pawniard,366,Altaria,1
117,Lickitung,788,Gourgeist Super Size,788,Gourgeist Super Size,0
174,Croconaw,661,Klink,174,Croconaw,1
425,Primal Groudon,276,Mega Sceptile,276,Mega Sceptile,0
758,Malamar,245,Mantine,758,Malamar,1
710,Landorus Therian Forme,435,Torterra,710,Landorus Therian Forme,1
475,Buneary,370,Lunatone,475,Buneary,1
161,Dragonair,589,Drilbur,161,Dragonair,1
343,Volbeat,354,Camerupt,354,Camerupt,0
177,Furret,128,Goldeen,177,Furret,1
478,Mismagius,61,Golduck,478,Mismagius,1
709,Landorus Incarnate Forme,526,Porygon-Z,709,Landorus Incarnate Forme,1
644,Vanillite,350,Mega Sharpedo,350,Mega Sharpedo,0
525,Mamoswine,662,Klang,525,Mamoswine,1
299,Shiftry,790,Avalugg,299,Shiftry,1
5,Charmander,278,Combusken,5,Charmander,1
761,Skrelp,627,Carracosta,627,Carracosta,0
221,Forretress,173,Totodile,173,Totodile,0
625,Cofagrigus,461,Wormadam Trash Cloak,461,Wormadam Trash Cloak,0
569,Purrloin,309,Masquerain,569,Purrloin,1
366,Altaria,530,Dusknoir,366,Altaria,1
572,Simisage,395,Wynaut,572,Simisage,1
361,Vibrava,790,Avalugg,790,Avalugg,0
798,Hoopa Confined,373,Whiscash,798,Hoopa Confined,1
468,Cherubi,195,Flaaffy,195,Flaaffy,0
346,Gulpin,265,Suicune,265,Suicune,0
385,Kecleon,493,Gabite,493,Gabite,0
485,Bronzor,441,Empoleon,441,Empoleon,0
546,Giratina Origin Forme,531,Froslass,531,Froslass,0
401,Walrein,275,Sceptile,275,Sceptile,0
736,Litleo,223,Gligar,223,Gligar,0
189,Igglybuff,451,Luxray,451,Luxray,0
758,Malamar,527,Gallade,758,Malamar,1
273,Treecko,501,Hippowdon,273,Treecko,1
1,Bulbasaur,714,Keldeo Ordinary Forme,714,Keldeo Ordinary Forme,0
683,Druddigon,189,Igglybuff,683,Druddigon,1
191,Togetic,539,Mesprit,539,Mesprit,0
713,Kyurem White Kyurem,750,Doublade,713,Kyurem White Kyurem,1
623,Sigilyph,284,Mega Swampert,623,Sigilyph,1
344,Illumise,264,Entei,264,Entei,0
307,Mega Gardevoir,320,Exploud,307,Mega Gardevoir,1
474,Drifblim,483,Stunky,474,Drifblim,1
581,Unfezant,603,Leavanny,581,Unfezant,1
470,Shellos,292,Cascoon,470,Shellos,1
591,Audino,149,Porygon,591,Audino,1
579,Pidove,689,Rufflet,689,Rufflet,0
493,Gabite,699,Volcarona,699,Volcarona,0
771,Sylveon,723,Braixen,723,Braixen,0
693,Heatmor,387,Banette,387,Banette,0
732,Talonflame,750,Doublade,732,Talonflame,1
417,Registeel,377,Claydol,377,Claydol,0
540,Azelf,702,Virizion,540,Azelf,1
766,Heliolisk,353,Numel,766,Heliolisk,1
692,Mandibuzz,738,Flabébé,692,Mandibuzz,1
154,Aerodactyl,408,Shelgon,154,Aerodactyl,1
245,Mantine,231,Shuckle,245,Mantine,1
189,Igglybuff,307,Mega Gardevoir,307,Mega Gardevoir,0
429,Deoxys Normal Forme,244,Delibird,429,Deoxys Normal Forme,1
469,Cherrim,622,Scrafty,469,Cherrim,1
208,Sunflora,145,Eevee,145,Eevee,0
201,Sudowoodo,619,Dwebble,619,Dwebble,0
567,Herdier,395,Wynaut,567,Herdier,1
542,Palkia,679,Accelgor,679,Accelgor,0
166,Mew,237,Slugma,166,Mew,1
732,Talonflame,502,Skorupi,732,Talonflame,1
732,Talonflame,27,Spearow,732,Talonflame,1
674,Haxorus,41,Clefairy,41,Clefairy,0
317,Shedinja,216,Misdreavus,216,Misdreavus,0
582,Blitzle,289,Wurmple,582,Blitzle,1
221,Forretress,448,Kricketune,448,Kricketune,0
356,Torkoal,574,Simisear,574,Simisear,0
101,Haunter,675,Cubchoo,101,Haunter,1
528,Mega Gallade,86,Slowpoke,528,Mega Gallade,1
434,Grotle,10,Squirtle,10,Squirtle,0
369,Seviper,312,Slakoth,369,Seviper,1
573,Pansear,228,Qwilfish,228,Qwilfish,0
305,Kirlia,638,Gothitelle,638,Gothitelle,0
85,Rapidash,339,Manectric,339,Manectric,0
665,Eelektrik,217,Unown,217,Unown,0
465,Pachirisu,1,Bulbasaur,465,Pachirisu,1
143,Lapras,18,Kakuna,143,Lapras,1
303,Pelipper,436,Chimchar,303,Pelipper,1
785,Gourgeist Average Size,380,Anorith,785,Gourgeist Average Size,1
732,Talonflame,599,Throh,732,Talonflame,1
352,Wailord,597,Palpitoad,597,Palpitoad,0
526,Porygon-Z,676,Beartic,526,Porygon-Z,1
572,Simisage,769,Amaura,572,Simisage,1
87,Slowbro,601,Sewaddle,601,Sewaddle,0
709,Landorus Incarnate Forme,215,Slowking,709,Landorus Incarnate Forme,1
357,Spoink,748,Meowstic Female,748,Meowstic Female,0
404,Gorebyss,516,Rhyperior,404,Gorebyss,1
139,Tauros,688,Bouffalant,139,Tauros,1
330,Mega Mawile,592,Mega Audino,592,Mega Audino,0
568,Stoutland,432,Deoxys Speed Forme,432,Deoxys Speed Forme,0
201,Sudowoodo,476,Lopunny,201,Sudowoodo,1
311,Breloom,735,Vivillon,735,Vivillon,0
518,Electivire,178,Hoothoot,518,Electivire,1
513,Weavile,141,Gyarados,513,Weavile,1
246,Skarmory,506,Carnivine,246,Skarmory,1
309,Masquerain,83,Golem,309,Masquerain,1
210,Wooper,750,Doublade,750,Doublade,0
590,Excadrill,302,Wingull,590,Excadrill,1
382,Feebas,588,Swoobat,588,Swoobat,0
379,Cradily,127,Seadra,127,Seadra,0
305,Kirlia,246,Skarmory,246,Skarmory,0
462,Mothim,779,Phantump,462,Mothim,1
131,Starmie,568,Stoutland,131,Starmie,1
384,Castform,719,Chespin,384,Castform,1
123,Tangela,30,Arbok,30,Arbok,0
8,Mega Charizard X,728,Bunnelby,8,Mega Charizard X,1
326,Delcatty,669,Litwick,669,Litwick,0
775,Goomy,113,Cubone,775,Goomy,1
446,Bibarel,471,Gastrodon,446,Bibarel,1
470,Shellos,527,Gallade,527,Gallade,0
377,Claydol,430,DeoxysAttack Forme,430,DeoxysAttack Forme,0
764,Clawitzer,217,Unown,764,Clawitzer,1
129,Seaking,321,Makuhita,129,Seaking,1
349,Sharpedo,752,Aegislash Shield Forme,349,Sharpedo,1
213,Umbreon,5,Charmander,5,Charmander,0
786,Gourgeist Small Size,335,Meditite,786,Gourgeist Small Size,1
68,Poliwrath,563,Samurott,563,Samurott,0
459,Wormadam Plant Cloak,687,Bisharp,687,Bisharp,0
134,Jynx,70,Kadabra,70,Kadabra,0
262,Blissey,714,Keldeo Ordinary Forme,714,Keldeo Ordinary Forme,0
331,Aron,85,Rapidash,85,Rapidash,0
689,Rufflet,432,Deoxys Speed Forme,432,Deoxys Speed Forme,0
357,Spoink,590,Excadrill,590,Excadrill,0
213,Umbreon,168,Bayleef,213,Umbreon,1
360,Trapinch,560,Emboar,560,Emboar,0
762,Dragalge,20,Mega Beedrill,20,Mega Beedrill,0
212,Espeon,363,Cacnea,212,Espeon,1
309,Masquerain,498,Lucario,498,Lucario,0
38,Nidoran♂,566,Lillipup,566,Lillipup,0
32,Raichu,263,Raikou,263,Raikou,0
503,Drapion,651,Escavalier,503,Drapion,1
267,Pupitar,780,Trevenant,780,Trevenant,0
177,Furret,134,Jynx,134,Jynx,0
257,Hitmontop,779,Phantump,779,Phantump,0
692,Mandibuzz,393,Absol,692,Mandibuzz,1
84,Ponyta,714,Keldeo Ordinary Forme,714,Keldeo Ordinary Forme,0
224,Steelix,21,Pidgey,21,Pidgey,0
230,Mega Scizor,161,Dragonair,230,Mega Scizor,1
208,Sunflora,310,Shroomish,310,Shroomish,0
212,Espeon,270,Lugia,270,Lugia,0
153,Kabutops,58,Meowth,58,Meowth,0
763,Clauncher,514,Magnezone,514,Magnezone,0
724,Delphox,401,Walrein,724,Delphox,1
636,Gothita,607,Cottonee,607,Cottonee,0
224,Steelix,467,Floatzel,467,Floatzel,0
6,Charmeleon,722,Fennekin,6,Charmeleon,1
212,Espeon,792,Noivern,792,Noivern,0
656,Alomomola,469,Cherrim,469,Cherrim,0
666,Eelektross,526,Porygon-Z,526,Porygon-Z,0
162,Dragonite,55,Venomoth,55,Venomoth,0
263,Raikou,463,Combee,263,Raikou,1
570,Liepard,459,Wormadam Plant Cloak,570,Liepard,1
104,Onix,592,Mega Audino,104,Onix,1
54,Venonat,186,Lanturn,186,Lanturn,0
516,Rhyperior,309,Masquerain,309,Masquerain,0
685,Golurk,627,Carracosta,685,Golurk,1
341,Plusle,633,Zoroark,633,Zoroark,0
151,Omastar,105,Drowzee,151,Omastar,1
385,Kecleon,200,Azumarill,200,Azumarill,0
74,Machoke,350,Mega Sharpedo,350,Mega Sharpedo,0
648,Sawsbuck,570,Liepard,570,Liepard,0
285,Poochyena,786,Gourgeist Small Size,786,Gourgeist Small Size,0
237,Slugma,767,Tyrunt,767,Tyrunt,0
278,Combusken,264,Entei,264,Entei,0
781,Pumpkaboo Average Size,500,Hippopotas,781,Pumpkaboo Average Size,1
264,Entei,596,Tympole,264,Entei,1
107,Krabby,500,Hippopotas,107,Krabby,1
119,Weezing,158,Zapdos,158,Zapdos,0
338,Electrike,92,Doduo,92,Doduo,0
738,Flabébé,651,Escavalier,651,Escavalier,0
539,Mesprit,185,Chinchou,539,Mesprit,1
788,Gourgeist Super Size,645,Vanillish,645,Vanillish,0
428,Jirachi,640,Duosion,428,Jirachi,1
309,Masquerain,429,Deoxys Normal Forme,429,Deoxys Normal Forme,0
334,Mega Aggron,693,Heatmor,693,Heatmor,0
65,Arcanine,293,Dustox,65,Arcanine,1
443,Staravia,121,Rhydon,121,Rhydon,0
169,Meganium,691,Vullaby,169,Meganium,1
289,Wurmple,543,Heatran,543,Heatran,0
572,Simisage,93,Dodrio,572,Simisage,1
646,Vanilluxe,761,Skrelp,646,Vanilluxe,1
539,Mesprit,365,Swablu,539,Mesprit,1
559,Pignite,337,Mega Medicham,337,Mega Medicham,0
353,Numel,389,Duskull,353,Numel,1
443,Staravia,210,Wooper,443,Staravia,1
4,Mega Venusaur,634,Minccino,4,Mega Venusaur,1
296,Ludicolo,126,Horsea,296,Ludicolo,1
272,Celebi,411,Beldum,272,Celebi,1
135,Electabuzz,778,Klefki,135,Electabuzz,1
250,Kingdra,430,DeoxysAttack Forme,430,DeoxysAttack Forme,0
600,Sawk,734,Spewpa,600,Sawk,1
624,Yamask,8,Mega Charizard X,8,Mega Charizard X,0
678,Shelmet,586,Gigalith,586,Gigalith,0
214,Murkrow,473,Drifloon,214,Murkrow,1
199,Marill,377,Claydol,377,Claydol,0
91,Farfetch'd,360,Trapinch,91,Farfetch'd,1
656,Alomomola,708,Zekrom,708,Zekrom,0
579,Pidove,193,Xatu,193,Xatu,0
301,Swellow,262,Blissey,301,Swellow,1
460,Wormadam Sandy Cloak,656,Alomomola,656,Alomomola,0
310,Shroomish,623,Sigilyph,623,Sigilyph,0
312,Slakoth,739,Floette,739,Floette,0
639,Solosis,396,Snorunt,396,Snorunt,0
297,Seedot,129,Seaking,129,Seaking,0
678,Shelmet,210,Wooper,678,Shelmet,1
685,Golurk,416,Regice,416,Regice,0
561,Oshawott,172,Typhlosion,172,Typhlosion,0
26,Raticate,107,Krabby,26,Raticate,1
207,Sunkern,694,Durant,694,Durant,0
69,Abra,554,Victini,554,Victini,0
622,Scrafty,184,Crobat,184,Crobat,0
234,Sneasel,600,Sawk,234,Sneasel,1
785,Gourgeist Average Size,8,Mega Charizard X,8,Mega Charizard X,0
498,Lucario,489,Happiny,498,Lucario,1
43,Vulpix,396,Snorunt,43,Vulpix,1
769,Amaura,520,Togekiss,520,Togekiss,0
369,Seviper,218,Wobbuffet,369,Seviper,1
639,Solosis,104,Onix,104,Onix,0
511,Abomasnow,23,Pidgeot,23,Pidgeot,0
500,Hippopotas,558,Tepig,558,Tepig,0
608,Whimsicott,115,Hitmonlee,608,Whimsicott,1
705,Thundurus Incarnate Forme,699,Volcarona,705,Thundurus Incarnate Forme,1
610,Lilligant,540,Azelf,540,Azelf,0
116,Hitmonchan,775,Goomy,116,Hitmonchan,1
492,Gible,708,Zekrom,492,Gible,1
626,Tirtouga,127,Seadra,626,Tirtouga,1
738,Flabébé,573,Pansear,573,Pansear,0
636,Gothita,412,Metang,412,Metang,0
363,Cacnea,70,Kadabra,363,Cacnea,1
423,Primal Kyogre,697,Hydreigon,697,Hydreigon,0
50,Gloom,259,Elekid,259,Elekid,0
537,Mow Rotom,332,Lairon,537,Mow Rotom,1
85,Rapidash,446,Bibarel,85,Rapidash,1
790,Avalugg,310,Shroomish,310,Shroomish,0
442,Starly,477,Mega Lopunny,477,Mega Lopunny,0
796,Diancie,713,Kyurem White Kyurem,713,Kyurem White Kyurem,0
108,Kingler,246,Skarmory,108,Kingler,1
50,Gloom,549,Manaphy,549,Manaphy,0
226,Snubbull,385,Kecleon,385,Kecleon,0
344,Illumise,96,Grimer,96,Grimer,0
314,Slaking,778,Klefki,314,Slaking,1
61,Golduck,245,Mantine,61,Golduck,1
363,Cacnea,260,Magby,260,Magby,0
208,Sunflora,504,Croagunk,504,Croagunk,0
657,Joltik,56,Diglett,56,Diglett,0
268,Tyranitar,440,Prinplup,268,Tyranitar,1
75,Machamp,760,Barbaracle,760,Barbaracle,0
732,Talonflame,317,Shedinja,732,Talonflame,1
187,Pichu,642,Ducklett,187,Pichu,1
643,Swanna,732,Talonflame,732,Talonflame,0
569,Purrloin,615,Darumaka,569,Purrloin,1
149,Porygon,764,Clawitzer,764,Clawitzer,0
254,Stantler,323,Azurill,254,Stantler,1
370,Lunatone,675,Cubchoo,370,Lunatone,1
697,Hydreigon,124,Kangaskhan,697,Hydreigon,1
320,Exploud,510,Snover,320,Exploud,1
649,Emolga,313,Vigoroth,649,Emolga,1
273,Treecko,23,Pidgeot,23,Pidgeot,0
718,Genesect,423,Primal Kyogre,718,Genesect,1
686,Pawniard,217,Unown,686,Pawniard,1
182,Spinarak,433,Turtwig,433,Turtwig,0
393,Absol,118,Koffing,393,Absol,1
447,Kricketot,214,Murkrow,214,Murkrow,0
743,Pancham,130,Staryu,130,Staryu,0
447,Kricketot,172,Typhlosion,172,Typhlosion,0
343,Volbeat,193,Xatu,193,Xatu,0
301,Swellow,423,Primal Kyogre,301,Swellow,1
179,Noctowl,155,Mega Aerodactyl,155,Mega Aerodactyl,0
422,Kyogre,109,Voltorb,109,Voltorb,0
796,Diancie,113,Cubone,796,Diancie,1
553,Arceus,232,Heracross,553,Arceus,1
124,Kangaskhan,26,Raticate,26,Raticate,0
177,Furret,793,Xerneas,793,Xerneas,0
718,Genesect,429,Deoxys Normal Forme,429,Deoxys Normal Forme,0
746,Espurr,245,Mantine,245,Mantine,0
247,Houndour,558,Tepig,247,Houndour,1
702,Virizion,491,Spiritomb,702,Virizion,1
74,Machoke,346,Gulpin,74,Machoke,1
781,Pumpkaboo Average Size,198,Bellossom,781,Pumpkaboo Average Size,1
345,Roselia,436,Chimchar,345,Roselia,1
270,Lugia,451,Luxray,270,Lugia,1
495,Mega Garchomp,89,Magnemite,495,Mega Garchomp,1
197,Mega Ampharos,572,Simisage,572,Simisage,0
592,Mega Audino,393,Absol,393,Absol,0
411,Beldum,152,Kabuto,152,Kabuto,0
410,Mega Salamence,779,Phantump,410,Mega Salamence,1
527,Gallade,745,Furfrou,745,Furfrou,0
372,Barboach,583,Zebstrika,583,Zebstrika,0
608,Whimsicott,512,Mega Abomasnow,512,Mega Abomasnow,0
123,Tangela,752,Aegislash Shield Forme,752,Aegislash Shield Forme,0
719,Chespin,73,Machop,719,Chespin,1
328,Mega Sableye,71,Alakazam,71,Alakazam,0
244,Delibird,123,Tangela,244,Delibird,1
399,Spheal,354,Camerupt,354,Camerupt,0
593,Timburr,559,Pignite,559,Pignite,0
491,Spiritomb,471,Gastrodon,471,Gastrodon,0
528,Mega Gallade,454,Cranidos,528,Mega Gallade,1
657,Joltik,478,Mismagius,478,Mismagius,0
374,Corphish,701,Terrakion,701,Terrakion,0
86,Slowpoke,608,Whimsicott,608,Whimsicott,0
405,Relicanth,416,Regice,405,Relicanth,1
87,Slowbro,509,Mantyke,87,Slowbro,1
444,Staraptor,109,Voltorb,109,Voltorb,0
445,Bidoof,690,Braviary,690,Braviary,0
282,Marshtomp,3,Venusaur,3,Venusaur,0
488,Mime Jr.,22,Pidgeotto,22,Pidgeotto,0
505,Toxicroak,283,Swampert,505,Toxicroak,1
13,Mega Blastoise,205,Jumpluff,205,Jumpluff,0
710,Landorus Therian Forme,533,Heat Rotom,710,Landorus Therian Forme,1
280,Mega Blaziken,423,Primal Kyogre,280,Mega Blaziken,1
673,Fraxure,651,Escavalier,673,Fraxure,1
508,Lumineon,528,Mega Gallade,528,Mega Gallade,0
606,Scolipede,253,Porygon2,606,Scolipede,1
380,Anorith,715,Keldeo Resolute Forme,715,Keldeo Resolute Forme,0
450,Luxio,721,Chesnaught,721,Chesnaught,0
682,Mienshao,518,Electivire,682,Mienshao,1
457,Bastiodon,800,Volcanion,800,Volcanion,0
407,Bagon,153,Kabutops,153,Kabutops,0
437,Monferno,477,Mega Lopunny,477,Mega Lopunny,0
709,Landorus Incarnate Forme,781,Pumpkaboo Average Size,709,Landorus Incarnate Forme,1
207,Sunkern,95,Dewgong,95,Dewgong,0
176,Sentret,15,Metapod,15,Metapod,0
1,Bulbasaur,162,Dragonite,162,Dragonite,0
